"year" "measurement_type" "value"
"3535" 233 "n_tree" -0.12
"3536" 233 "europe_temp_index" 0.02
"3537" 232 "n_tree" -0.06
"3538" 232 "europe_temp_index" 0.12
"3539" 231 "n_tree" -0.02
"3540" 231 "europe_temp_index" -0.01
"3541" 230 "n_tree" -0.76
"3542" 230 "europe_temp_index" -0.41
"3543" 229 "n_tree" 0.54
"3544" 229 "europe_temp_index" 0.59
"3545" 228 "n_tree" -0.53
"3546" 228 "europe_temp_index" -0.04
"3547" 227 "n_tree" -0.52
"3548" 227 "europe_temp_index" -0.3
"3549" 226 "n_tree" 0.14
"3550" 226 "europe_temp_index" 0.35
"3551" 225 "n_tree" 0.13
"3552" 225 "europe_temp_index" 0.25
"3553" 224 "n_tree" -0.52
"3554" 224 "europe_temp_index" 0.07
"3555" 223 "n_tree" -0.9
"3556" 223 "europe_temp_index" -0.21
"3557" 222 "n_tree" -0.57
"3558" 222 "europe_temp_index" -0.11
"3559" 221 "n_tree" -2.04
"3560" 221 "europe_temp_index" -1.03
"3561" 220 "n_tree" -1.23
"3562" 220 "europe_temp_index" -0.32
"3563" 219 "n_tree" -0.72
"3564" 219 "europe_temp_index" -0.13
"3565" 218 "n_tree" -0.73
"3566" 218 "europe_temp_index" -0.37
"3567" 217 "n_tree" 0.03
"3568" 217 "europe_temp_index" 0.5
"3569" 216 "n_tree" -0.11
"3570" 216 "europe_temp_index" 0.17
"3571" 215 "n_tree" -0.29
"3572" 215 "europe_temp_index" 0.08
"3573" 214 "n_tree" 0.17
"3574" 214 "europe_temp_index" 0.31
"3575" 213 "n_tree" 0.32
"3576" 213 "europe_temp_index" 0.27
"3577" 212 "n_tree" 0.39
"3578" 212 "europe_temp_index" 0.37
"3579" 211 "n_tree" -0.66
"3580" 211 "europe_temp_index" -0.01
"3581" 210 "n_tree" 0.66
"3582" 210 "europe_temp_index" 0.37
"3583" 209 "n_tree" -0.15
"3584" 209 "europe_temp_index" 0.21
"3585" 208 "n_tree" -1.29
"3586" 208 "europe_temp_index" -0.88
"3587" 207 "n_tree" -0.8
"3588" 207 "europe_temp_index" -0.51
"3589" 206 "n_tree" 0.34
"3590" 206 "europe_temp_index" -0.31
"3591" 205 "n_tree" -0.27
"3592" 205 "europe_temp_index" -0.43
"3593" 204 "n_tree" -0.43
"3594" 204 "europe_temp_index" -0.25
"3595" 203 "n_tree" -0.41
"3596" 203 "europe_temp_index" -0.4
"3597" 202 "n_tree" -0.33
"3598" 202 "europe_temp_index" -0.25
"3599" 201 "n_tree" -0.65
"3600" 201 "europe_temp_index" -0.46
"3601" 200 "n_tree" -0.25
"3602" 200 "europe_temp_index" -0.13
"3603" 199 "n_tree" -0.67
"3604" 199 "europe_temp_index" -0.13
"3605" 198 "n_tree" -0.28
"3606" 198 "europe_temp_index" -0.01
"3607" 197 "n_tree" 0.08
"3608" 197 "europe_temp_index" 0.33
"3609" 196 "n_tree" 0.09
"3610" 196 "europe_temp_index" 0.56
"3611" 195 "n_tree" -0.23
"3612" 195 "europe_temp_index" 0.06
"3613" 194 "n_tree" -0.18
"3614" 194 "europe_temp_index" 0.29
"3615" 193 "n_tree" -0.37
"3616" 193 "europe_temp_index" 0.19
"3617" 192 "n_tree" -0.05
"3618" 192 "europe_temp_index" 0.51
"3619" 191 "n_tree" 0.57
"3620" 191 "europe_temp_index" 0.54
"3621" 190 "n_tree" 0
"3622" 190 "europe_temp_index" 0.7
"3623" 189 "n_tree" -0.35
"3624" 189 "europe_temp_index" 0.19
"3625" 188 "n_tree" -0.05
"3626" 188 "europe_temp_index" 0.07
"3627" 187 "n_tree" -0.63
"3628" 187 "europe_temp_index" -0.16
"3629" 186 "n_tree" -0.38
"3630" 186 "europe_temp_index" 0.04
"3631" 185 "n_tree" -0.22
"3632" 185 "europe_temp_index" 0.28
"3633" 184 "n_tree" -0.83
"3634" 184 "europe_temp_index" -0.08
"3635" 183 "n_tree" -0.58
"3636" 183 "europe_temp_index" 0.05
"3637" 182 "n_tree" -1.03
"3638" 182 "europe_temp_index" 0.44
"3639" 181 "n_tree" -0.69
"3640" 181 "europe_temp_index" 0.17
"3641" 180 "n_tree" -1.29
"3642" 180 "europe_temp_index" -0.16
"3643" 179 "n_tree" -1.63
"3644" 179 "europe_temp_index" -0.64
"3645" 178 "n_tree" -1.15
"3646" 178 "europe_temp_index" -0.42
"3647" 177 "n_tree" -1.27
"3648" 177 "europe_temp_index" -0.43
"3649" 176 "n_tree" -1.03
"3650" 176 "europe_temp_index" -0.01
"3651" 175 "n_tree" -1.5
"3652" 175 "europe_temp_index" -0.48
"3653" 174 "n_tree" -1.75
"3654" 174 "europe_temp_index" -0.43
"3655" 173 "n_tree" -0.98
"3656" 173 "europe_temp_index" -0.28
"3657" 172 "n_tree" -0.61
"3658" 172 "europe_temp_index" -0.48
"3659" 171 "n_tree" -1.04
"3660" 171 "europe_temp_index" -0.27
"3661" 170 "n_tree" -0.8
"3662" 170 "europe_temp_index" -0.04
"3663" 169 "n_tree" -0.7
"3664" 169 "europe_temp_index" -0.27
"3665" 168 "n_tree" -0.52
"3666" 168 "europe_temp_index" -0.22
"3667" 167 "n_tree" -0.28
"3668" 167 "europe_temp_index" -0.06
"3669" 166 "n_tree" -1.14
"3670" 166 "europe_temp_index" -0.48
"3671" 165 "n_tree" -1.58
"3672" 165 "europe_temp_index" -0.25
"3673" 164 "n_tree" -0.77
"3674" 164 "europe_temp_index" -0.33
"3675" 163 "n_tree" -0.77
"3676" 163 "europe_temp_index" -0.44
"3677" 162 "n_tree" -0.52
"3678" 162 "europe_temp_index" -0.23
"3679" 161 "n_tree" -0.33
"3680" 161 "europe_temp_index" -0.09
"3681" 160 "n_tree" -0.92
"3682" 160 "europe_temp_index" -0.31
"3683" 159 "n_tree" -0.77
"3684" 159 "europe_temp_index" -0.42
"3685" 158 "n_tree" -0.83
"3686" 158 "europe_temp_index" -0.38
"3687" 157 "n_tree" -0.6
"3688" 157 "europe_temp_index" -0.43
"3689" 156 "n_tree" -0.97
"3690" 156 "europe_temp_index" -0.61
"3691" 155 "n_tree" -0.98
"3692" 155 "europe_temp_index" -0.24
"3693" 154 "n_tree" -0.46
"3694" 154 "europe_temp_index" 0.01
"3695" 153 "n_tree" -0.81
"3696" 153 "europe_temp_index" -0.37
"3697" 152 "n_tree" -1.17
"3698" 152 "europe_temp_index" -0.69
"3699" 151 "n_tree" -1.45
"3700" 151 "europe_temp_index" -0.15
"3701" 150 "n_tree" -1.63
"3702" 150 "europe_temp_index" -0.52
"3703" 149 "n_tree" -0.24
"3704" 149 "europe_temp_index" 0.16
"3705" 148 "n_tree" -1.29
"3706" 148 "europe_temp_index" -0.2
"3707" 147 "n_tree" 0.09
"3708" 147 "europe_temp_index" 0.48
"3709" 146 "n_tree" -1.14
"3710" 146 "europe_temp_index" -0.24
"3711" 145 "n_tree" -0.33
"3712" 145 "europe_temp_index" 0
"3713" 144 "n_tree" -1.23
"3714" 144 "europe_temp_index" -0.57
"3715" 143 "n_tree" -0.95
"3716" 143 "europe_temp_index" 0.2
"3717" 142 "n_tree" -0.75
"3718" 142 "europe_temp_index" 0.09
"3719" 141 "n_tree" -0.43
"3720" 141 "europe_temp_index" 0.34
"3721" 140 "n_tree" 0.01
"3722" 140 "europe_temp_index" 0.61
"3723" 139 "n_tree" 0.19
"3724" 139 "europe_temp_index" 0.58
"3725" 138 "n_tree" -0.46
"3726" 138 "europe_temp_index" 0.04
"3727" 137 "n_tree" -0.43
"3728" 137 "europe_temp_index" 0.51
"3729" 136 "n_tree" -0.5
"3730" 136 "europe_temp_index" 0.08
"3731" 135 "n_tree" -0.01
"3732" 135 "europe_temp_index" 0.41
"3733" 134 "n_tree" -0.79
"3734" 134 "europe_temp_index" 0.43
"3735" 133 "n_tree" -0.79
"3736" 133 "europe_temp_index" 0.05
"3737" 132 "n_tree" -0.35
"3738" 132 "europe_temp_index" 0.47
"3739" 131 "n_tree" -0.18
"3740" 131 "europe_temp_index" 0.37
"3741" 130 "n_tree" -0.75
"3742" 130 "europe_temp_index" -0.47
"3743" 129 "n_tree" -0.3
"3744" 129 "europe_temp_index" 0.24
"3745" 128 "n_tree" -0.68
"3746" 128 "europe_temp_index" -0.04
"3747" 127 "n_tree" -0.1
"3748" 127 "europe_temp_index" 0.37
"3749" 126 "n_tree" -0.41
"3750" 126 "europe_temp_index" 0.23
"3751" 125 "n_tree" 0.04
"3752" 125 "europe_temp_index" 0.24
"3753" 124 "n_tree" -0.38
"3754" 124 "europe_temp_index" -0.06
"3755" 123 "n_tree" -0.57
"3756" 123 "europe_temp_index" 0.03
"3757" 122 "n_tree" -0.17
"3758" 122 "europe_temp_index" 0.36
"3759" 121 "n_tree" 0.44
"3760" 121 "europe_temp_index" 0.08
"3761" 120 "n_tree" -0.25
"3762" 120 "europe_temp_index" 0.17
"3763" 119 "n_tree" -0.74
"3764" 119 "europe_temp_index" 0.05
"3765" 118 "n_tree" 0.02
"3766" 118 "europe_temp_index" 0.39
"3767" 117 "n_tree" 0.07
"3768" 117 "europe_temp_index" 0.41
"3769" 116 "n_tree" 0.35
"3770" 116 "europe_temp_index" 0.4
"3771" 115 "n_tree" 0.74
"3772" 115 "europe_temp_index" 0.48
"3773" 114 "n_tree" 0.49
"3774" 114 "europe_temp_index" 0.65
"3775" 113 "n_tree" -0.43
"3776" 113 "europe_temp_index" 0.14
"3777" 112 "n_tree" -0.12
"3778" 112 "europe_temp_index" 0.51
"3779" 111 "n_tree" 0.24
"3780" 111 "europe_temp_index" 0.36
"3781" 110 "n_tree" -0.41
"3782" 110 "europe_temp_index" 0.06
"3783" 109 "n_tree" -0.15
"3784" 109 "europe_temp_index" 0.07
"3785" 108 "n_tree" 0.23
"3786" 108 "europe_temp_index" 0.44
"3787" 107 "n_tree" -0.08
"3788" 107 "europe_temp_index" 0.15
"3789" 106 "n_tree" -0.32
"3790" 106 "europe_temp_index" -0.03
"3791" 105 "n_tree" 0.46
"3792" 105 "europe_temp_index" 0.49
"3793" 104 "n_tree" -0.21
"3794" 104 "europe_temp_index" -0.18
"3795" 103 "n_tree" -0.17
"3796" 103 "europe_temp_index" 0.19
"3797" 102 "n_tree" -0.17
"3798" 102 "europe_temp_index" 0.34
"3799" 101 "n_tree" -0.55
"3800" 101 "europe_temp_index" 0.13
"3801" 100 "n_tree" -0.35
"3802" 100 "europe_temp_index" 0.21
"3803" 99 "n_tree" 0.53
"3804" 99 "europe_temp_index" 0.54
"3805" 98 "n_tree" 0.03
"3806" 98 "europe_temp_index" 0.37
"3807" 97 "n_tree" -0.34
"3808" 97 "europe_temp_index" 0.05
"3809" 96 "n_tree" -0.03
"3810" 96 "europe_temp_index" -0.01
"3811" 95 "n_tree" -0.64
"3812" 95 "europe_temp_index" -0.32
"3813" 94 "n_tree" -0.91
"3814" 94 "europe_temp_index" -0.28
"3815" 93 "n_tree" -0.12
"3816" 93 "europe_temp_index" 0.17
"3817" 92 "n_tree" 0.3
"3818" 92 "europe_temp_index" 0.44
"3819" 91 "n_tree" 0.53
"3820" 91 "europe_temp_index" 0.42
"3821" 90 "n_tree" -0.21
"3822" 90 "europe_temp_index" -0.29
"3823" 89 "n_tree" 0.44
"3824" 89 "europe_temp_index" 0.46
"3825" 88 "n_tree" 1.06
"3826" 88 "europe_temp_index" 1.13
"3827" 87 "n_tree" -0.35
"3828" 87 "europe_temp_index" -0.08
"3829" 86 "n_tree" -0.17
"3830" 86 "europe_temp_index" 0.02
"3831" 85 "n_tree" -0.76
"3832" 85 "europe_temp_index" -0.43
"3833" 84 "n_tree" -0.74
"3834" 84 "europe_temp_index" -0.64
"3835" 83 "n_tree" -0.4
"3836" 83 "europe_temp_index" -0.1
"3837" 82 "n_tree" -0.29
"3838" 82 "europe_temp_index" -0.16
"3839" 81 "n_tree" -0.75
"3840" 81 "europe_temp_index" -0.14
"3841" 80 "n_tree" -0.21
"3842" 80 "europe_temp_index" -0.52
"3843" 79 "n_tree" 0.53
"3844" 79 "europe_temp_index" 0.4
"3845" 78 "n_tree" -0.38
"3846" 78 "europe_temp_index" -0.02
"3847" 77 "n_tree" 0.47
"3848" 77 "europe_temp_index" 0.27
"3849" 76 "n_tree" 0.23
"3850" 76 "europe_temp_index" 0.14
"3851" 75 "n_tree" 0.4
"3852" 75 "europe_temp_index" 0.4
"3853" 74 "n_tree" -0.27
"3854" 74 "europe_temp_index" -0.02
"3855" 73 "n_tree" 0.36
"3856" 73 "europe_temp_index" 0.6
"3857" 72 "n_tree" 0.23
"3858" 72 "europe_temp_index" 0.44
"3859" 71 "n_tree" -0.05
"3860" 71 "europe_temp_index" 0.12
"3861" 70 "n_tree" 0.17
"3862" 70 "europe_temp_index" 0.55
"3863" 69 "n_tree" 0.38
"3864" 69 "europe_temp_index" 0.64
"3865" 68 "n_tree" 0.15
"3866" 68 "europe_temp_index" 0.47
"3867" 67 "n_tree" 0.86
"3868" 67 "europe_temp_index" 0.95
"3869" 66 "n_tree" 0.64
"3870" 66 "europe_temp_index" 0.72
"3871" 65 "n_tree" -0.05
"3872" 65 "europe_temp_index" 0.3
"3873" 64 "n_tree" 0.59
"3874" 64 "europe_temp_index" 0.33
"3875" 63 "n_tree" -0.01
"3876" 63 "europe_temp_index" 0.29
"3877" 62 "n_tree" -0.57
"3878" 62 "europe_temp_index" -0.03
"3879" 61 "n_tree" 0.4
"3880" 61 "europe_temp_index" 0.73
"3881" 60 "n_tree" 0.31
"3882" 60 "europe_temp_index" 0.53
"3883" 59 "n_tree" -1.19
"3884" 59 "europe_temp_index" -0.21
"3885" 58 "n_tree" -0.16
"3886" 58 "europe_temp_index" 0.55
"3887" 57 "n_tree" -0.77
"3888" 57 "europe_temp_index" -0.12
"3889" 56 "n_tree" -0.62
"3890" 56 "europe_temp_index" 0.25
"3891" 55 "n_tree" 0.49
"3892" 55 "europe_temp_index" 0.83
"3893" 54 "n_tree" 0.27
"3894" 54 "europe_temp_index" 0.44
"3895" 53 "n_tree" 0.02
"3896" 53 "europe_temp_index" 0.59
"3897" 52 "n_tree" 0.11
"3898" 52 "europe_temp_index" 0.8
"3899" 51 "n_tree" -0.25
"3900" 51 "europe_temp_index" 0.62
"3901" 50 "n_tree" 0.18
"3902" 50 "europe_temp_index" 0.77
"3903" 49 "n_tree" -0.29
"3904" 49 "europe_temp_index" 0.72
"3905" 48 "n_tree" 0.55
"3906" 48 "europe_temp_index" 0.89
"3907" 47 "n_tree" 0.99
"3908" 47 "europe_temp_index" 1.53
"3909" 46 "n_tree" 0.49
"3910" 46 "europe_temp_index" 1.47
"3911" 45 "n_tree" 0.14
"3912" 45 "europe_temp_index" 0.86
"3913" 44 "n_tree" 0.46
"3914" 44 "europe_temp_index" 0.87
"3915" 43 "n_tree" 0.78
"3916" 43 "europe_temp_index" 1.04
"3917" 42 "n_tree" 0.61
"3918" 42 "europe_temp_index" 0.73
"3919" 41 "n_tree" 0.49
"3920" 41 "europe_temp_index" 0.62
"3921" 40 "n_tree" -0.21
"3922" 40 "europe_temp_index" 0.16
"3923" 39 "n_tree" 0.96
"3924" 39 "europe_temp_index" 0.81
"3925" 38 "n_tree" 0.82
"3926" 38 "europe_temp_index" 1
"3927" 37 "n_tree" 1.2
"3928" 37 "europe_temp_index" 0.94
"3929" 36 "n_tree" 0.63
"3930" 36 "europe_temp_index" 0.47
"3931" 35 "n_tree" 2.26
"3932" 35 "europe_temp_index" 1.12
"3933" 34 "n_tree" 1.86
"3934" 34 "europe_temp_index" 0.92
"3935" 33 "n_tree" 0.71
"3936" 33 "europe_temp_index" 0.31
"3937" 32 "n_tree" 0.81
"3938" 32 "europe_temp_index" 0.27
"3939" 31 "n_tree" 0.31
"3940" 31 "europe_temp_index" -0.18
"3941" 30 "n_tree" 0.07
"3942" 30 "europe_temp_index" 0.02
"3943" 29 "n_tree" -1.48
"3944" 29 "europe_temp_index" -0.66
"3945" 28 "n_tree" 0.26
"3946" 28 "europe_temp_index" 0.16
"3947" 27 "n_tree" 0.32
"3948" 27 "europe_temp_index" 0.42
"3949" 26 "n_tree" -0.01
"3950" 26 "europe_temp_index" -0.21
"3951" 25 "n_tree" 0.3
"3952" 25 "europe_temp_index" 0.02
"3953" 24 "n_tree" -0.7
"3954" 24 "europe_temp_index" -0.57
"3955" 23 "n_tree" 0.05
"3956" 23 "europe_temp_index" -0.09
"3957" 22 "n_tree" -0.51
"3958" 22 "europe_temp_index" -0.28
"3959" 21 "n_tree" -1.14
"3960" 21 "europe_temp_index" -0.69
"3961" 20 "n_tree" -1.02
"3962" 20 "europe_temp_index" -0.88
"3963" 19 "n_tree" -0.07
"3964" 19 "europe_temp_index" 0.02
"3965" 18 "n_tree" -0.23
"3966" 18 "europe_temp_index" 0.15
"3967" 17 "n_tree" 0.27
"3968" 17 "europe_temp_index" 0.17
"3969" 16 "n_tree" -0.82
"3970" 16 "europe_temp_index" -0.15
"3971" 15 "n_tree" 0.03
"3972" 15 "europe_temp_index" 0.36
"3973" 14 "n_tree" -0.02
"3974" 14 "europe_temp_index" -0.04
"3975" 13 "n_tree" 0.04
"3976" 13 "europe_temp_index" 0.12
"3977" 12 "n_tree" -0.32
"3978" 12 "europe_temp_index" 0.36
"3979" 11 "n_tree" -0.37
"3980" 11 "europe_temp_index" -0.34
"3981" 10 "n_tree" -0.84
"3982" 10 "europe_temp_index" -0.6
"3983" 9 "n_tree" -0.6
"3984" 9 "europe_temp_index" -0.1
"3985" 8 "n_tree" -0.24
"3986" 8 "europe_temp_index" 0.15
"3987" 7 "n_tree" 0.5
"3988" 7 "europe_temp_index" 0.74
"3989" 6 "n_tree" 0.16
"3990" 6 "europe_temp_index" 0.67
"3991" 5 "n_tree" 0.25
"3992" 5 "europe_temp_index" 0.32
"3993" 4 "n_tree" -0.28
"3994" 4 "europe_temp_index" 0.22
"3995" 3 "n_tree" -0.73
"3996" 3 "europe_temp_index" -0.24
"3997" 2 "n_tree" -0.6
"3998" 2 "europe_temp_index" -0.26
"3999" 1 "n_tree" -0.18
"4000" 1 "europe_temp_index" 0.09
"4001" NA "n_tree" NA
"4002" NA "europe_temp_index" NA
"4003" NA "n_tree" NA
"4004" NA "europe_temp_index" NA
"4005" NA "n_tree" NA
"4006" NA "europe_temp_index" NA
"4007" NA "n_tree" NA
"4008" NA "europe_temp_index" NA
"4009" NA "n_tree" NA
"4010" NA "europe_temp_index" NA
"4011" NA "n_tree" NA
"4012" NA "europe_temp_index" NA
"4013" NA "n_tree" NA
"4014" NA "europe_temp_index" NA
"4015" NA "n_tree" NA
"4016" NA "europe_temp_index" NA
"4017" NA "n_tree" NA
"4018" NA "europe_temp_index" NA
"4019" NA "n_tree" NA
"4020" NA "europe_temp_index" NA
"4021" NA "n_tree" NA
"4022" NA "europe_temp_index" NA
"4023" NA "n_tree" NA
"4024" NA "europe_temp_index" NA
"4025" NA "n_tree" NA
"4026" NA "europe_temp_index" NA
"4027" NA "n_tree" NA
"4028" NA "europe_temp_index" NA
"4029" NA "n_tree" NA
"4030" NA "europe_temp_index" NA
"4031" NA "n_tree" NA
"4032" NA "europe_temp_index" NA
"4033" NA "n_tree" NA
"4034" NA "europe_temp_index" NA
"4035" NA "n_tree" NA
"4036" NA "europe_temp_index" NA
"4037" NA "n_tree" NA
"4038" NA "europe_temp_index" NA
"4039" NA "n_tree" NA
"4040" NA "europe_temp_index" NA
"4041" NA "n_tree" NA
"4042" NA "europe_temp_index" NA
"4043" NA "n_tree" NA
"4044" NA "europe_temp_index" NA
"4045" NA "n_tree" NA
"4046" NA "europe_temp_index" NA
"4047" NA "n_tree" NA
"4048" NA "europe_temp_index" NA
"4049" NA "n_tree" NA
"4050" NA "europe_temp_index" NA
"4051" NA "n_tree" NA
"4052" NA "europe_temp_index" NA
"4053" NA "n_tree" NA
"4054" NA "europe_temp_index" NA
"4055" NA "n_tree" NA
"4056" NA "europe_temp_index" NA
"4057" NA "n_tree" NA
"4058" NA "europe_temp_index" NA
"4059" NA "n_tree" NA
"4060" NA "europe_temp_index" NA
"4061" NA "n_tree" NA
"4062" NA "europe_temp_index" NA
"4063" NA "n_tree" NA
"4064" NA "europe_temp_index" NA
"4065" NA "n_tree" NA
"4066" NA "europe_temp_index" NA
"4067" NA "n_tree" NA
"4068" NA "europe_temp_index" NA
"4069" NA "n_tree" NA
"4070" NA "europe_temp_index" NA
"4071" NA "n_tree" NA
"4072" NA "europe_temp_index" NA
"4073" NA "n_tree" NA
"4074" NA "europe_temp_index" NA
"4075" NA "n_tree" NA
"4076" NA "europe_temp_index" NA
"4077" NA "n_tree" NA
"4078" NA "europe_temp_index" NA
"4079" NA "n_tree" NA
"4080" NA "europe_temp_index" NA
"4081" NA "n_tree" NA
"4082" NA "europe_temp_index" NA
"4083" NA "n_tree" NA
"4084" NA "europe_temp_index" NA
"4085" NA "n_tree" NA
"4086" NA "europe_temp_index" NA
"4087" NA "n_tree" NA
"4088" NA "europe_temp_index" NA
"4089" NA "n_tree" NA
"4090" NA "europe_temp_index" NA
"4091" NA "n_tree" NA
"4092" NA "europe_temp_index" NA
"4093" NA "n_tree" NA
"4094" NA "europe_temp_index" NA
"4095" NA "n_tree" NA
"4096" NA "europe_temp_index" NA
"4097" NA "n_tree" NA
"4098" NA "europe_temp_index" NA
"4099" NA "n_tree" NA
"4100" NA "europe_temp_index" NA
"4101" NA "n_tree" NA
"4102" NA "europe_temp_index" NA
"4103" NA "n_tree" NA
"4104" NA "europe_temp_index" NA
"4105" NA "n_tree" NA
"4106" NA "europe_temp_index" NA
"4107" NA "n_tree" NA
"4108" NA "europe_temp_index" NA
"4109" NA "n_tree" NA
"4110" NA "europe_temp_index" NA
"4111" NA "n_tree" NA
"4112" NA "europe_temp_index" NA
"4113" NA "n_tree" NA
"4114" NA "europe_temp_index" NA
"4115" NA "n_tree" NA
"4116" NA "europe_temp_index" NA
"4117" NA "n_tree" NA
"4118" NA "europe_temp_index" NA
"4119" NA "n_tree" NA
"4120" NA "europe_temp_index" NA
"4121" NA "n_tree" NA
"4122" NA "europe_temp_index" NA
"4123" NA "n_tree" NA
"4124" NA "europe_temp_index" NA
"4125" NA "n_tree" NA
"4126" NA "europe_temp_index" NA
"4127" NA "n_tree" NA
"4128" NA "europe_temp_index" NA
"4129" NA "n_tree" NA
"4130" NA "europe_temp_index" NA
"4131" NA "n_tree" NA
"4132" NA "europe_temp_index" NA
"4133" NA "n_tree" NA
"4134" NA "europe_temp_index" NA
"4135" NA "n_tree" NA
"4136" NA "europe_temp_index" NA
"4137" NA "n_tree" NA
"4138" NA "europe_temp_index" NA
"4139" NA "n_tree" NA
"4140" NA "europe_temp_index" NA
"4141" NA "n_tree" NA
"4142" NA "europe_temp_index" NA
"4143" NA "n_tree" NA
"4144" NA "europe_temp_index" NA
"4145" NA "n_tree" NA
"4146" NA "europe_temp_index" NA
"4147" NA "n_tree" NA
"4148" NA "europe_temp_index" NA
"4149" NA "n_tree" NA
"4150" NA "europe_temp_index" NA
"4151" NA "n_tree" NA
"4152" NA "europe_temp_index" NA
"4153" NA "n_tree" NA
"4154" NA "europe_temp_index" NA
"4155" NA "n_tree" NA
"4156" NA "europe_temp_index" NA
"4157" NA "n_tree" NA
"4158" NA "europe_temp_index" NA
"4159" NA "n_tree" NA
"4160" NA "europe_temp_index" NA
"4161" NA "n_tree" NA
"4162" NA "europe_temp_index" NA
"4163" NA "n_tree" NA
"4164" NA "europe_temp_index" NA
"4165" NA "n_tree" NA
"4166" NA "europe_temp_index" NA
"4167" NA "n_tree" NA
"4168" NA "europe_temp_index" NA
"4169" NA "n_tree" NA
"4170" NA "europe_temp_index" NA
"4171" NA "n_tree" NA
"4172" NA "europe_temp_index" NA
"4173" NA "n_tree" NA
"4174" NA "europe_temp_index" NA
"4175" NA "n_tree" NA
"4176" NA "europe_temp_index" NA
"4177" NA "n_tree" NA
"4178" NA "europe_temp_index" NA
"4179" NA "n_tree" NA
"4180" NA "europe_temp_index" NA
"4181" NA "n_tree" NA
"4182" NA "europe_temp_index" NA
"4183" NA "n_tree" NA
"4184" NA "europe_temp_index" NA
"4185" NA "n_tree" NA
"4186" NA "europe_temp_index" NA
"4187" NA "n_tree" NA
"4188" NA "europe_temp_index" NA
"4189" NA "n_tree" NA
"4190" NA "europe_temp_index" NA
"4191" NA "n_tree" NA
"4192" NA "europe_temp_index" NA
"4193" NA "n_tree" NA
"4194" NA "europe_temp_index" NA
"4195" NA "n_tree" NA
"4196" NA "europe_temp_index" NA
"4197" NA "n_tree" NA
"4198" NA "europe_temp_index" NA
"4199" NA "n_tree" NA
"4200" NA "europe_temp_index" NA
"4201" NA "n_tree" NA
"4202" NA "europe_temp_index" NA
"4203" NA "n_tree" NA
"4204" NA "europe_temp_index" NA
"4205" NA "n_tree" NA
"4206" NA "europe_temp_index" NA
"4207" NA "n_tree" NA
"4208" NA "europe_temp_index" NA
"4209" NA "n_tree" NA
"4210" NA "europe_temp_index" NA
"4211" NA "n_tree" NA
"4212" NA "europe_temp_index" NA
"4213" NA "n_tree" NA
"4214" NA "europe_temp_index" NA
"4215" NA "n_tree" NA
"4216" NA "europe_temp_index" NA
"4217" NA "n_tree" NA
"4218" NA "europe_temp_index" NA
"4219" NA "n_tree" NA
"4220" NA "europe_temp_index" NA
"4221" NA "n_tree" NA
"4222" NA "europe_temp_index" NA
"4223" NA "n_tree" NA
"4224" NA "europe_temp_index" NA
"4225" NA "n_tree" NA
"4226" NA "europe_temp_index" NA
"4227" NA "n_tree" NA
"4228" NA "europe_temp_index" NA
"4229" NA "n_tree" NA
"4230" NA "europe_temp_index" NA
"4231" NA "n_tree" NA
"4232" NA "europe_temp_index" NA
"4233" NA "n_tree" NA
"4234" NA "europe_temp_index" NA
"4235" NA "n_tree" NA
"4236" NA "europe_temp_index" NA
"4237" NA "n_tree" NA
"4238" NA "europe_temp_index" NA
"4239" NA "n_tree" NA
"4240" NA "europe_temp_index" NA
"4241" NA "n_tree" NA
"4242" NA "europe_temp_index" NA
"4243" NA "n_tree" NA
"4244" NA "europe_temp_index" NA
"4245" NA "n_tree" NA
"4246" NA "europe_temp_index" NA
"4247" NA "n_tree" NA
"4248" NA "europe_temp_index" NA
"4249" NA "n_tree" NA
"4250" NA "europe_temp_index" NA
"4251" NA "n_tree" NA
"4252" NA "europe_temp_index" NA
"4253" NA "n_tree" NA
"4254" NA "europe_temp_index" NA
"4255" NA "n_tree" NA
"4256" NA "europe_temp_index" NA
"4257" NA "n_tree" NA
"4258" NA "europe_temp_index" NA
"4259" NA "n_tree" NA
"4260" NA "europe_temp_index" NA
"4261" NA "n_tree" NA
"4262" NA "europe_temp_index" NA
"4263" NA "n_tree" NA
"4264" NA "europe_temp_index" NA
"4265" NA "n_tree" NA
"4266" NA "europe_temp_index" NA
"4267" NA "n_tree" NA
"4268" NA "europe_temp_index" NA
"4269" NA "n_tree" NA
"4270" NA "europe_temp_index" NA
"4271" NA "n_tree" NA
"4272" NA "europe_temp_index" NA
"4273" NA "n_tree" NA
"4274" NA "europe_temp_index" NA
"4275" NA "n_tree" NA
"4276" NA "europe_temp_index" NA
"4277" NA "n_tree" NA
"4278" NA "europe_temp_index" NA
"4279" NA "n_tree" NA
"4280" NA "europe_temp_index" NA
"4281" NA "n_tree" NA
"4282" NA "europe_temp_index" NA
"4283" NA "n_tree" NA
"4284" NA "europe_temp_index" NA
"4285" NA "n_tree" NA
"4286" NA "europe_temp_index" NA
"4287" NA "n_tree" NA
"4288" NA "europe_temp_index" NA
"4289" NA "n_tree" NA
"4290" NA "europe_temp_index" NA
"4291" NA "n_tree" NA
"4292" NA "europe_temp_index" NA
"4293" NA "n_tree" NA
"4294" NA "europe_temp_index" NA
"4295" NA "n_tree" NA
"4296" NA "europe_temp_index" NA
"4297" NA "n_tree" NA
